Account_ID,Account_Name,Parent_Account_ID,Parent_Account_Name,Account_Owner_ID,Account_Owner_Name,SDR_Owner_ID,SDR_Owner_Name,Billing_City,Billing_State,Industry,Sub_Industry,NAICS_Code,Account_Score,Revenue_Range,Employee_Count
ACC001053,Summit International,,,USR003,Emily Thompson,SDR002,SDR Avery,Boston,MA,Energy,Renewable Energy,217844,21.83,>$1B,33934
ACC001054,Global Partners,,,USR006,David Kim,SDR045,SDR Morgan,San Jose,CA,Retail,Department Stores,448093,19.49,$10M-$50M,239
ACC001055,Vertex Holdings,,,USR020,Matthew Walker,SDR020,SDR Alex,Fort Worth,TX,Professional Services,Marketing,548702,43.56,$10M-$50M,118
ACC001056,Vertex Corp,,,USR014,Kevin Martinez,SDR009,SDR Riley,Jacksonville,FL,Professional Services,Accounting,544160,10.56,$10M-$50M,236
ACC001057,Atlas Holdings - East,ACC000141,Atlas Holdings,USR017,Jennifer White,,,New York,NY,Healthcare,Health Insurance,622753,29.73,<$10M,32
ACC001058,Apex Services,,,USR003,Emily Thompson,SDR048,SDR Alex,Miami,FL,Telecommunications,Mobile Carriers,512153,47.59,<$10M,90
ACC001059,Zenith Solutions - Central,ACC000182,Zenith Solutions,USR004,James Wilson,SDR013,SDR Taylor,Las Vegas,NV,Media & Entertainment,Publishing,514040,34.3,<$10M,21
ACC001060,Global Corp - South,ACC000400,Global Corp,USR002,Michael Rodriguez,SDR021,SDR Jamie,Nashville,TN,Technology,AI/ML,518799,33.97,$100M-$500M,3900
ACC001061,Stellar Ventures - East,ACC000802,Stellar Ventures,USR019,Nicole Lewis,,,Los Angeles,CA,Media & Entertainment,Film & TV,519316,37.31,<$10M,32
ACC001062,Summit Consulting,,,USR003,Emily Thompson,SDR049,SDR Riley,San Diego,CA,Manufacturing,Aerospace,315861,30.14,$50M-$100M,759
ACC001063,Quantum Inc,,,USR008,Robert Jackson,SDR019,SDR Casey,Atlanta,GA,Education,EdTech,612009,22.88,<$10M,54
ACC001064,Titan Technologies,,,USR015,Stephanie Garcia,SDR021,SDR Jordan,Denver,CO,Professional Services,Consulting,546922,5.36,$50M-$100M,810
ACC001065,Vertex Partners,,,USR016,Brian Moore,SDR049,SDR Casey,San Francisco,CA,Education,Higher Education,614117,37.48,<$10M,31
ACC001066,Phoenix Partners,,,USR013,Ashley Brown,SDR029,SDR Avery,Phoenix,AZ,Technology,Data Analytics,517317,10.26,$10M-$50M,112
ACC001067,Strategic Industries,,,USR014,Kevin Martinez,SDR010,SDR Taylor,Denver,CO,Financial Services,Investment Management,524555,52.42,<$10M,60
ACC001068,Summit Solutions,,,USR006,David Kim,SDR015,SDR Casey,San Antonio,TX,Media & Entertainment,Gaming,519177,4.9,$10M-$50M,181
ACC001069,Innovative Technologies,,,USR016,Brian Moore,SDR016,SDR Taylor,Indianapolis,IN,Media & Entertainment,Streaming,514545,14.59,$10M-$50M,106
ACC001070,Nexus International,,,USR020,Matthew Walker,SDR034,SDR Taylor,San Jose,CA,Retail,Department Stores,447117,27.03,$100M-$500M,4539
ACC001071,Stellar Technologies,,,USR012,Daniel Anderson,SDR021,SDR Morgan,Portland,OR,Financial Services,Investment Management,526120,26.92,$50M-$100M,961
ACC001072,Vertex Consulting,,,USR005,Jessica Martinez,,,Miami,FL,Media & Entertainment,Publishing,514750,21.2,$50M-$100M,812
ACC001073,Stellar Solutions,,,USR004,James Wilson,SDR040,SDR Taylor,Austin,TX,Manufacturing,Automotive,319043,62.46,$10M-$50M,472
ACC001074,Summit Services,,,USR005,Jessica Martinez,SDR031,SDR Alex,San Diego,CA,Retail,E-commerce,441050,34.85,$10M-$50M,417
ACC001075,Quantum Corp,,,USR011,Michelle Taylor,SDR042,SDR Morgan,San Antonio,TX,Media & Entertainment,Film & TV,512972,5.8,<$10M,17
ACC001076,Nexus Systems,,,USR014,Kevin Martinez,SDR020,SDR Alex,Dallas,TX,Professional Services,Legal,545851,46.16,<$10M,93
ACC001077,Phoenix Services,,,USR005,Jessica Martinez,SDR036,SDR Jamie,Philadelphia,PA,Education,Training & Certification,616146,46.33,<$10M,45
ACC001078,Phoenix Group,,,USR005,Jessica Martinez,SDR008,SDR Alex,Los Angeles,CA,Media & Entertainment,Publishing,518816,38.74,$10M-$50M,261
ACC001079,Titan International,,,USR006,David Kim,SDR042,SDR Alex,San Jose,CA,Professional Services,Marketing,541645,18.14,$100M-$500M,1228
ACC001080,Advanced Enterprises,,,USR017,Jennifer White,SDR006,SDR Morgan,Atlanta,GA,Professional Services,Legal,546850,38.51,$10M-$50M,311
ACC001081,Premier Holdings,,,USR013,Ashley Brown,SDR014,SDR Jordan,Charlotte,NC,Telecommunications,Mobile Carriers,515272,26.48,<$10M,17
ACC001082,Apex Partners,,,USR008,Robert Jackson,SDR009,SDR Taylor,Indianapolis,IN,Education,Tutoring,617349,42.08,$100M-$500M,3745
ACC001083,Nexus Partners,,,USR014,Kevin Martinez,SDR013,SDR Alex,Denver,CO,Energy,Oil & Gas,214760,12.87,$50M-$100M,503
ACC001084,Zenith Holdings,,,USR006,David Kim,SDR035,SDR Taylor,New York,NY,Telecommunications,Mobile Carriers,515610,18.97,<$10M,57
ACC001085,Summit Services,,,USR011,Michelle Taylor,SDR026,SDR Casey,Houston,TX,Transportation,Public Transit,488399,10.17,<$10M,87
ACC001086,Titan Inc - South,ACC000330,Titan Inc,USR004,James Wilson,SDR048,SDR Jordan,Minneapolis,MN,Education,Tutoring,615892,14.21,$100M-$500M,3761
ACC001087,Atlas Inc - West,ACC000642,Atlas Inc,USR002,Michael Rodriguez,SDR037,SDR Morgan,Raleigh,NC,Manufacturing,Consumer Goods,319373,18.99,<$10M,11
ACC001088,Titan Inc - West,ACC000330,Titan Inc,USR013,Ashley Brown,SDR026,SDR Avery,Boston,MA,Manufacturing,Automotive,319055,34.02,$10M-$50M,405
ACC001089,Innovative Solutions,,,USR020,Matthew Walker,SDR018,SDR Alex,New York,NY,Retail,Department Stores,447249,13.11,$50M-$100M,992
ACC001090,Summit International,,,USR014,Kevin Martinez,SDR005,SDR Riley,Dallas,TX,Financial Services,Banking,521366,32.13,<$10M,14
ACC001091,Phoenix Services,,,USR004,James Wilson,,,Las Vegas,NV,Healthcare,Medical Devices,621497,52.9,$100M-$500M,4817
ACC001092,Advanced Consulting,,,USR019,Nicole Lewis,SDR018,SDR Casey,New York,NY,Media & Entertainment,Gaming,518859,37.43,<$10M,98
ACC001093,Atlas Solutions,,,USR014,Kevin Martinez,,,Columbus,OH,Financial Services,Insurance,521217,22.32,$50M-$100M,522
ACC001094,Phoenix Ventures - East,ACC000480,Phoenix Ventures,USR016,Brian Moore,SDR002,SDR Casey,Detroit,MI,Education,Higher Education,614081,1.48,<$10M,67
ACC001095,Titan Holdings,,,USR016,Brian Moore,SDR019,SDR Alex,Jacksonville,FL,Technology,Data Analytics,517017,31.29,$10M-$50M,341
ACC001096,Zenith Consulting,,,USR005,Jessica Martinez,SDR027,SDR Riley,Philadelphia,PA,Transportation,Airlines,487096,17.04,$10M-$50M,277
ACC001097,Atlas Inc - Central,ACC000830,Atlas Inc,USR014,Kevin Martinez,SDR006,SDR Jamie,Boston,MA,Retail,Department Stores,443255,9.94,$10M-$50M,283
ACC001098,Dynamic Solutions,,,USR005,Jessica Martinez,SDR037,SDR Taylor,Phoenix,AZ,Education,Training & Certification,614372,31.41,$100M-$500M,2623
ACC001099,Innovative International - Central,ACC000839,Innovative International,USR002,Michael Rodriguez,SDR017,SDR Alex,Seattle,WA,Healthcare,Health Insurance,623698,46.74,$50M-$100M,850
ACC001100,Vertex Consulting,,,USR012,Daniel Anderson,SDR034,SDR Jamie,Detroit,MI,Professional Services,Accounting,544589,18.28,$50M-$100M,883
ACC001101,Phoenix Enterprises,,,USR007,Amanda Foster,SDR032,SDR Jordan,Phoenix,AZ,Energy,Oil & Gas,216022,45.47,<$10M,61
ACC001102,Innovative Inc,,,USR001,Sarah Chen,SDR014,SDR Jordan,Philadelphia,PA,Retail,Department Stores,442168,22.54,<$10M,67
ACC001103,Innovative Inc - West,ACC001102,Innovative Inc,USR001,Sarah Chen,SDR022,SDR Casey,Fort Worth,TX,Healthcare,Health Insurance,625977,33.45,$10M-$50M,401
ACC001104,Stellar Solutions,,,USR012,Daniel Anderson,SDR025,SDR Avery,Atlanta,GA,Media & Entertainment,Film & TV,512605,48.37,$10M-$50M,400
ACC001105,Dynamic Systems - North,ACC000825,Dynamic Systems,USR013,Ashley Brown,SDR049,SDR Avery,Chicago,IL,Real Estate,REITs,539908,1.59,<$10M,41
ACC001106,Vertex Systems,,,USR016,Brian Moore,SDR036,SDR Casey,Atlanta,GA,Professional Services,Consulting,548392,36.68,<$10M,62
ACC001107,Global Holdings,,,USR017,Jennifer White,SDR045,SDR Casey,Denver,CO,Healthcare,Hospitals,629776,64.3,$50M-$100M,524
ACC001108,Stellar Enterprises,,,USR010,Christopher Lee,,,Los Angeles,CA,Retail,Fashion,446429,46.16,$10M-$50M,451
ACC001109,Stellar Systems,,,USR006,David Kim,SDR020,SDR Alex,Philadelphia,PA,Financial Services,Banking,529083,14.05,<$10M,66
ACC001110,Strategic Enterprises,,,USR020,Matthew Walker,SDR032,SDR Avery,Jacksonville,FL,Professional Services,Consulting,548044,33.49,<$10M,77
ACC001111,Innovative Industries,,,USR009,Lauren Davis,SDR005,SDR Jamie,Chicago,IL,Professional Services,Accounting,546859,65.9,$10M-$50M,359
ACC001112,Dynamic Technologies,,,USR007,Amanda Foster,SDR036,SDR Riley,Dallas,TX,Manufacturing,Automotive,314039,20.87,$50M-$100M,559
ACC001113,Strategic Group,,,USR013,Ashley Brown,SDR033,SDR Alex,Miami,FL,Transportation,Logistics,489594,38.5,$50M-$100M,799
ACC001114,Strategic Corp,,,USR016,Brian Moore,,,San Antonio,TX,Transportation,Logistics,488836,28.07,$10M-$50M,150
ACC001115,Advanced Enterprises,,,USR017,Jennifer White,SDR031,SDR Jordan,Indianapolis,IN,Financial Services,FinTech,522189,28.55,$50M-$100M,626
ACC001116,Atlas Inc - South,ACC000642,Atlas Inc,USR009,Lauren Davis,SDR003,SDR Jamie,Minneapolis,MN,Education,Training & Certification,617465,46.06,<$10M,95
ACC001117,Apex Consulting,,,USR016,Brian Moore,SDR042,SDR Jamie,Minneapolis,MN,Professional Services,Accounting,543576,50.15,<$10M,76
ACC001118,Atlas Inc - Central,ACC000754,Atlas Inc,USR001,Sarah Chen,SDR046,SDR Jordan,Atlanta,GA,Retail,Grocery,441654,10.79,$10M-$50M,301
ACC001119,Vertex Group,,,USR020,Matthew Walker,SDR031,SDR Casey,Indianapolis,IN,Retail,Grocery,443248,47.61,$10M-$50M,146
ACC001120,Stellar Ventures - Central,ACC000884,Stellar Ventures,USR020,Matthew Walker,SDR041,SDR Casey,Dallas,TX,Professional Services,Marketing,545734,0.58,$50M-$100M,616
ACC001121,Strategic Consulting - South,ACC000964,Strategic Consulting,USR012,Daniel Anderson,,,San Antonio,TX,Telecommunications,Cable,519481,22.82,$50M-$100M,642
ACC001122,Summit Services,,,USR005,Jessica Martinez,,,Portland,OR,Retail,Fashion,446922,24.98,$50M-$100M,783
ACC001123,Quantum Corp - Central,ACC000998,Quantum Corp,USR006,David Kim,SDR041,SDR Casey,San Diego,CA,Telecommunications,Internet Service,516527,19.82,<$10M,92
ACC001124,Stellar Consulting,,,USR019,Nicole Lewis,SDR010,SDR Riley,Dallas,TX,Media & Entertainment,Publishing,515137,28.58,<$10M,58
ACC001125,Summit Services,,,USR016,Brian Moore,SDR033,SDR Casey,Denver,CO,Transportation,Public Transit,485353,16.22,<$10M,64
ACC001126,Stellar Industries,,,USR004,James Wilson,SDR024,SDR Jordan,Atlanta,GA,Education,Training & Certification,611892,27.91,<$10M,18
ACC001127,Quantum Enterprises,,,USR014,Kevin Martinez,SDR001,SDR Alex,Houston,TX,Retail,E-commerce,445541,36.44,<$10M,40
ACC001128,Quantum Holdings,,,USR008,Robert Jackson,SDR049,SDR Riley,San Diego,CA,Manufacturing,Automotive,317279,25.93,<$10M,88
ACC001129,Quantum Services,,,USR004,James Wilson,SDR015,SDR Jamie,San Diego,CA,Technology,Cloud Computing,513713,74.33,$100M-$500M,4758
ACC001130,Apex International,,,USR019,Nicole Lewis,,,Minneapolis,MN,Manufacturing,Aerospace,314496,26.85,<$10M,20
ACC001131,Atlas Inc,,,USR013,Ashley Brown,SDR014,SDR Casey,Detroit,MI,Energy,Energy Storage,219584,23.08,$10M-$50M,110
ACC001132,Phoenix Ventures,,,USR005,Jessica Martinez,SDR011,SDR Jamie,Miami,FL,Media & Entertainment,Film & TV,514570,73.57,$10M-$50M,307
ACC001133,Global Corp - West,ACC000400,Global Corp,USR020,Matthew Walker,,,New York,NY,Retail,Department Stores,444998,45.71,$50M-$100M,533
ACC001134,Zenith Corp,,,USR016,Brian Moore,SDR028,SDR Avery,Chicago,IL,Media & Entertainment,Streaming,516705,38.1,<$10M,56
ACC001135,Apex Inc,,,USR017,Jennifer White,SDR003,SDR Morgan,Fort Worth,TX,Retail,Grocery,444745,5.9,<$10M,30
ACC001136,Premier Group,,,USR009,Lauren Davis,SDR010,SDR Casey,Minneapolis,MN,Healthcare,Telehealth,624047,57.21,<$10M,49
ACC001137,Advanced Ventures,,,USR006,David Kim,SDR028,SDR Avery,Philadelphia,PA,Financial Services,Payments,524201,48.42,$50M-$100M,539
ACC001138,Dynamic Holdings,,,USR015,Stephanie Garcia,SDR047,SDR Riley,Philadelphia,PA,Healthcare,Hospitals,624060,10.01,<$10M,11
ACC001139,Nexus Ventures - North,ACC000853,Nexus Ventures,USR017,Jennifer White,SDR026,SDR Alex,Phoenix,AZ,Telecommunications,Internet Service,518685,34.88,<$10M,26
ACC001140,Vertex International - East,ACC000968,Vertex International,USR015,Stephanie Garcia,SDR046,SDR Taylor,Houston,TX,Manufacturing,Consumer Goods,313655,14.33,$50M-$100M,886
ACC001141,Zenith Group - North,ACC000215,Zenith Group,USR010,Christopher Lee,SDR044,SDR Avery,Atlanta,GA,Technology,SaaS,519871,62.82,$50M-$100M,955
ACC001142,Apex Solutions - East,ACC000879,Apex Solutions,USR020,Matthew Walker,SDR049,SDR Jamie,Dallas,TX,Transportation,Public Transit,487679,49.78,<$10M,73
ACC001143,Zenith Inc,,,USR020,Matthew Walker,,,Fort Worth,TX,Financial Services,Banking,527121,53.21,<$10M,72
ACC001144,Strategic Partners,,,USR005,Jessica Martinez,SDR026,SDR Casey,San Diego,CA,Manufacturing,Industrial Equipment,314720,17.25,$500M-$1B,7071
ACC001145,Phoenix Corp,,,USR015,Stephanie Garcia,SDR016,SDR Alex,Phoenix,AZ,Media & Entertainment,Music,512659,47.4,<$10M,16
ACC001146,Summit International - West,ACC001090,Summit International,USR003,Emily Thompson,SDR033,SDR Riley,Seattle,WA,Telecommunications,Satellite,518855,8.72,<$10M,52
ACC001147,Global Enterprises - North,ACC000264,Global Enterprises,USR004,James Wilson,SDR004,SDR Casey,New York,NY,Manufacturing,Aerospace,319537,30.31,$10M-$50M,329
ACC001148,Zenith Industries - East,ACC000787,Zenith Industries,USR020,Matthew Walker,SDR004,SDR Riley,Miami,FL,Energy,Utilities,213020,22.77,$100M-$500M,4106
ACC001149,Vertex Inc - Central,ACC000067,Vertex Inc,USR019,Nicole Lewis,SDR025,SDR Taylor,Austin,TX,Media & Entertainment,Music,518206,22.79,$50M-$100M,825
ACC001150,Summit Technologies,,,USR009,Lauren Davis,SDR003,SDR Alex,San Jose,CA,Retail,Department Stores,443178,7.48,<$10M,82
ACC001151,Summit Services - West,ACC000243,Summit Services,USR018,Ryan Clark,SDR001,SDR Morgan,Chicago,IL,Manufacturing,Electronics,311613,27.22,<$10M,71
ACC001152,Dynamic International,,,USR003,Emily Thompson,SDR040,SDR Riley,Las Vegas,NV,Healthcare,Pharmaceuticals,628682,14.18,$500M-$1B,7114
ACC001153,Vertex International,,,USR017,Jennifer White,SDR039,SDR Casey,Atlanta,GA,Real Estate,Construction,534706,20.84,$100M-$500M,2777
ACC001154,Nexus Partners,,,USR013,Ashley Brown,SDR017,SDR Casey,Houston,TX,Media & Entertainment,Publishing,514663,40.91,$100M-$500M,1896
ACC001155,Zenith Technologies - Central,ACC000162,Zenith Technologies,USR017,Jennifer White,SDR027,SDR Jamie,Denver,CO,Manufacturing,Electronics,312329,28.02,<$10M,89
ACC001156,Apex Holdings - West,ACC000081,Apex Holdings,USR013,Ashley Brown,,,Phoenix,AZ,Media & Entertainment,Streaming,511501,19.35,$10M-$50M,289
ACC001157,Stellar Industries,,,USR013,Ashley Brown,SDR019,SDR Morgan,San Diego,CA,Healthcare,Medical Devices,623701,13.46,$10M-$50M,406
ACC001158,Advanced Technologies,,,USR001,Sarah Chen,SDR032,SDR Jamie,Chicago,IL,Telecommunications,VoIP,513488,37.58,>$1B,10136
ACC001159,Nexus Inc,,,USR012,Daniel Anderson,SDR003,SDR Jordan,Philadelphia,PA,Media & Entertainment,Gaming,516409,38.82,<$10M,84
ACC001160,Summit Services,,,USR013,Ashley Brown,,,San Francisco,CA,Healthcare,Hospitals,625774,15.64,$50M-$100M,769
ACC001161,Advanced Partners,,,USR009,Lauren Davis,SDR032,SDR Jordan,Boston,MA,Healthcare,Telehealth,625648,19.58,<$10M,53
ACC001162,Phoenix Corp,,,USR010,Christopher Lee,SDR027,SDR Jamie,Miami,FL,Education,K-12,616067,32.36,$50M-$100M,607
ACC001163,Strategic Solutions,,,USR019,Nicole Lewis,,,Phoenix,AZ,Manufacturing,Electronics,318355,11.89,<$10M,19
ACC001164,Apex Consulting,,,USR014,Kevin Martinez,SDR046,SDR Casey,San Antonio,TX,Retail,Specialty Retail,441554,31.89,$10M-$50M,300
ACC001165,Premier Inc,,,USR009,Lauren Davis,SDR030,SDR Avery,Detroit,MI,Manufacturing,Aerospace,316301,12.23,$10M-$50M,267
ACC001166,Dynamic Solutions,,,USR006,David Kim,,,Columbus,OH,Professional Services,Marketing,546481,13.27,<$10M,27
ACC001167,Quantum Systems,,,USR014,Kevin Martinez,SDR041,SDR Alex,Jacksonville,FL,Manufacturing,Consumer Goods,317111,0.76,$10M-$50M,153
ACC001168,Strategic Corp,,,USR017,Jennifer White,SDR034,SDR Jamie,Denver,CO,Media & Entertainment,Film & TV,514222,14.18,$10M-$50M,474
ACC001169,Premier Systems - Central,ACC001028,Premier Systems,USR010,Christopher Lee,SDR003,SDR Avery,San Jose,CA,Technology,AI/ML,517673,5.47,$50M-$100M,994
ACC001170,Vertex Ventures - West,ACC000732,Vertex Ventures,USR020,Matthew Walker,SDR038,SDR Riley,San Diego,CA,Healthcare,Health Insurance,625919,19.88,$100M-$500M,4490
ACC001171,Quantum Industries,,,USR017,Jennifer White,SDR029,SDR Morgan,San Diego,CA,Technology,Cloud Computing,518045,20.23,<$10M,19
ACC001172,Stellar Inc - West,ACC000894,Stellar Inc,USR001,Sarah Chen,SDR050,SDR Casey,Boston,MA,Retail,Fashion,449136,4.83,>$1B,23986
ACC001173,Innovative Inc,,,USR013,Ashley Brown,SDR012,SDR Riley,Seattle,WA,Transportation,Rideshare,481232,25.18,$50M-$100M,540
ACC001174,Apex Inc - North,ACC000035,Apex Inc,USR005,Jessica Martinez,,,Las Vegas,NV,Telecommunications,Internet Service,515789,50.24,$50M-$100M,712
ACC001175,Dynamic Corp,,,USR010,Christopher Lee,SDR005,SDR Jordan,Phoenix,AZ,Financial Services,FinTech,521054,85.13,$500M-$1B,5540
ACC001176,Phoenix Corp,,,USR018,Ryan Clark,SDR031,SDR Jordan,Detroit,MI,Retail,Department Stores,442364,5.67,$10M-$50M,147
ACC001177,Summit Holdings,,,USR001,Sarah Chen,,,Boston,MA,Telecommunications,Internet Service,512415,32.79,>$1B,20635
ACC001178,Summit Partners,,,USR012,Daniel Anderson,SDR049,SDR Jamie,Columbus,OH,Financial Services,Investment Management,529395,39.53,$100M-$500M,2648
ACC001179,Stellar Services,,,USR003,Emily Thompson,,,Las Vegas,NV,Manufacturing,Automotive,319099,38.15,$50M-$100M,734
ACC001180,Summit Solutions,,,USR007,Amanda Foster,SDR002,SDR Riley,Detroit,MI,Energy,Utilities,216549,23.3,$10M-$50M,103
ACC001181,Innovative Ventures,,,USR004,James Wilson,SDR032,SDR Avery,Seattle,WA,Telecommunications,Satellite,516582,37.47,<$10M,14
ACC001182,Titan Group,,,USR004,James Wilson,SDR043,SDR Casey,Phoenix,AZ,Education,EdTech,617219,42.85,>$1B,28393
ACC001183,Apex Industries - East,ACC000883,Apex Industries,USR003,Emily Thompson,SDR027,SDR Casey,New York,NY,Telecommunications,Satellite,515671,51.82,$10M-$50M,464
ACC001184,Global Ventures - Central,ACC001039,Global Ventures,USR004,James Wilson,SDR017,SDR Jordan,Atlanta,GA,Healthcare,Pharmaceuticals,623027,28.32,<$10M,37
ACC001185,Quantum Group,,,USR018,Ryan Clark,SDR046,SDR Jordan,Seattle,WA,Real Estate,Commercial,539946,4.27,<$10M,80
ACC001186,Atlas Services,,,USR010,Christopher Lee,,,Columbus,OH,Education,EdTech,616460,20.51,<$10M,16
ACC001187,Global Technologies,,,USR002,Michael Rodriguez,SDR026,SDR Riley,Seattle,WA,Financial Services,Banking,523601,38.12,$50M-$100M,787
ACC001188,Dynamic International,,,USR004,James Wilson,SDR031,SDR Alex,San Antonio,TX,Manufacturing,Industrial Equipment,313075,19.21,<$10M,97
ACC001189,Zenith Ventures - Central,ACC000004,Zenith Ventures,USR009,Lauren Davis,SDR032,SDR Morgan,Seattle,WA,Transportation,Airlines,488040,32.93,<$10M,95
ACC001190,Vertex Industries - East,ACC000518,Vertex Industries,USR005,Jessica Martinez,SDR038,SDR Jamie,San Jose,CA,Energy,Renewable Energy,213042,8.07,$50M-$100M,630
ACC001191,Innovative Industries,,,USR009,Lauren Davis,SDR042,SDR Taylor,Denver,CO,Education,Tutoring,615076,59.45,<$10M,15
ACC001192,Dynamic Inc - West,ACC000112,Dynamic Inc,USR005,Jessica Martinez,,,Dallas,TX,Manufacturing,Automotive,311046,19.62,$50M-$100M,867
ACC001193,Vertex Systems,,,USR005,Jessica Martinez,SDR024,SDR Jordan,Austin,TX,Healthcare,Hospitals,627205,10.85,$50M-$100M,848
ACC001194,Strategic Systems,,,USR007,Amanda Foster,,,Minneapolis,MN,Retail,Grocery,444977,13.06,$10M-$50M,240
ACC001195,Titan Partners,,,USR002,Michael Rodriguez,SDR014,SDR Casey,Columbus,OH,Energy,Oil & Gas,215705,44.86,<$10M,45
ACC001196,Summit Group - Central,ACC000812,Summit Group,USR003,Emily Thompson,SDR020,SDR Riley,Nashville,TN,Financial Services,FinTech,524291,16.27,$50M-$100M,641
ACC001197,Stellar Systems,,,USR005,Jessica Martinez,SDR042,SDR Morgan,San Francisco,CA,Media & Entertainment,Music,519350,31.29,$50M-$100M,574
ACC001198,Apex Solutions - East,ACC000879,Apex Solutions,USR004,James Wilson,SDR048,SDR Casey,Fort Worth,TX,Healthcare,Medical Devices,622755,52.75,<$10M,46
ACC001199,Strategic Group - Central,ACC001113,Strategic Group,USR020,Matthew Walker,SDR041,SDR Taylor,San Francisco,CA,Retail,Department Stores,441055,12.72,<$10M,12
ACC001200,Vertex Solutions,,,USR006,David Kim,SDR047,SDR Casey,Atlanta,GA,Telecommunications,VoIP,515455,50.35,$50M-$100M,821
ACC001201,Zenith Technologies,,,USR020,Matthew Walker,SDR021,SDR Morgan,Los Angeles,CA,Energy,Grid Management,216847,43.8,$10M-$50M,223
ACC001202,Titan Holdings,,,USR003,Emily Thompson,SDR015,SDR Taylor,Columbus,OH,Transportation,Freight,484358,3.95,$10M-$50M,373
ACC001203,Phoenix Consulting,,,USR007,Amanda Foster,SDR003,SDR Jordan,Dallas,TX,Professional Services,Consulting,547703,39.56,<$10M,45
ACC001204,Dynamic International - North,ACC000339,Dynamic International,USR011,Michelle Taylor,,,Boston,MA,Education,Tutoring,615101,40.97,$100M-$500M,3199
ACC001205,Quantum Holdings,,,USR001,Sarah Chen,,,San Francisco,CA,Professional Services,Legal,544544,3.82,$100M-$500M,4635
